id,label
vae/generated_vae/generated_vae_4000.png,1
vae/generated_vae/generated_vae_4001.png,1
vae/generated_vae/generated_vae_4002.png,1
vae/generated_vae/generated_vae_4003.png,1
vae/generated_vae/generated_vae_4004.png,1
vae/generated_vae/generated_vae_4005.png,1
vae/generated_vae/generated_vae_4006.png,1
vae/generated_vae/generated_vae_4007.png,1
vae/generated_vae/generated_vae_4008.png,1
vae/generated_vae/generated_vae_4009.png,1
vae/generated_vae/generated_vae_4010.png,1
vae/generated_vae/generated_vae_4011.png,1
vae/generated_vae/generated_vae_4012.png,1
vae/generated_vae/generated_vae_4013.png,1
vae/generated_vae/generated_vae_4014.png,1
vae/generated_vae/generated_vae_4015.png,1
vae/generated_vae/generated_vae_4016.png,1
vae/generated_vae/generated_vae_4017.png,1
vae/generated_vae/generated_vae_4018.png,1
vae/generated_vae/generated_vae_4019.png,1
vae/generated_vae/generated_vae_4020.png,1
vae/generated_vae/generated_vae_4021.png,1
vae/generated_vae/generated_vae_4022.png,1
vae/generated_vae/generated_vae_4023.png,1
vae/generated_vae/generated_vae_4024.png,1
vae/generated_vae/generated_vae_4025.png,1
vae/generated_vae/generated_vae_4026.png,1
vae/generated_vae/generated_vae_4027.png,1
vae/generated_vae/generated_vae_4028.png,1
vae/generated_vae/generated_vae_4029.png,1
vae/generated_vae/generated_vae_4030.png,1
vae/generated_vae/generated_vae_4031.png,1
vae/generated_vae/generated_vae_4032.png,1
vae/generated_vae/generated_vae_4033.png,1
vae/generated_vae/generated_vae_4034.png,1
vae/generated_vae/generated_vae_4035.png,1
vae/generated_vae/generated_vae_4036.png,1
vae/generated_vae/generated_vae_4037.png,1
vae/generated_vae/generated_vae_4038.png,1
vae/generated_vae/generated_vae_4039.png,1
vae/generated_vae/generated_vae_4040.png,1
vae/generated_vae/generated_vae_4041.png,1
vae/generated_vae/generated_vae_4042.png,1
vae/generated_vae/generated_vae_4043.png,1
vae/generated_vae/generated_vae_4044.png,1
vae/generated_vae/generated_vae_4045.png,1
vae/generated_vae/generated_vae_4046.png,1
vae/generated_vae/generated_vae_4047.png,1
vae/generated_vae/generated_vae_4048.png,1
vae/generated_vae/generated_vae_4049.png,1
vae/generated_vae/generated_vae_4050.png,1
vae/generated_vae/generated_vae_4051.png,1
